order_code,client_id,client_name,ThoiGianTao,ThoiGianLayThanhCong,ThoiGianXuatKienDauTien,ThoiGianGiaoThanhCong,TrangThaiHienTai,KhoLay_ID,KhoLay,KhoGiao_ID,KhoGiao,VungGiao,TinhGiao,weight,converted_weight,KL_TinhCuoc,length,width,height,SoKhoi_M3,ThoiGianNhanKienDauTien,weight_kg,converted_weight_kg,KL_TinhCuoc_kg
GYXKHARL,4016133,Nuti,2026-07-06 22:51:14.296000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,21095000,Kho Giao Hàng Nặng - Vinh - Nghệ An,Khu vực 3,Nghệ An,,,,54,41,394,0.9,,12.0,215.4,215.4
GYXKHAYM,4016133,Nuti,2026-07-06 22:51:13.798000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,21086000,Kho Giao Hàng Nặng - Đông Thọ - Thanh Hoá,Khu vực 3,Thanh Hóa,,,,54,41,394,0.9,,12.0,215.4,215.4
GYXKHAY8,4016133,Nuti,2026-07-06 22:51:13.330000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,21095000,Kho Giao Hàng Nặng - Vinh - Nghệ An,Khu vực 3,Nghệ An,,,,54,41,394,0.9,,12.0,215.4,215.4
GYXKHA8W,4016133,Nuti,2026-07-06 22:51:12.636000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,21095000,Kho Giao Hàng Nặng - Vinh - Nghệ An,Khu vực 3,Nghệ An,,,,54,41,394,0.9,,12.0,215.4,215.4
GYXKTPMG,4016133,Nuti,2026-07-06 21:26:12.584000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,21086000,Kho Giao Hàng Nặng - Đông Thọ - Thanh Hoá,Khu vực 3,Thanh Hóa,,,,41,22,30,0.0,,0.4,10.8,10.8
GYXKTU43,4016133,Nuti,2026-07-06 21:06:13.579000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,22328000,Kho B2B - Đài Tư - Hà Nội,Hà Nội,Hà Nội,,,,42,26,221,0.2,,3.1,58.0,58.0
GYXKTU49,4016133,Nuti,2026-07-06 21:06:13.019000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,21086000,Kho Giao Hàng Nặng - Đông Thọ - Thanh Hoá,Khu vực 3,Thanh Hóa,,,,42,26,221,0.2,,3.1,58.0,58.0
GYXKTU4G,4016133,Nuti,2026-07-06 21:06:12.467000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,21086000,Kho Giao Hàng Nặng - Đông Thọ - Thanh Hoá,Khu vực 3,Thanh Hóa,,,,42,26,221,0.2,,3.1,58.0,58.0
GYXKT7DD,4016133,Nuti,2026-07-06 21:01:13.139000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,22328000,Kho B2B - Đài Tư - Hà Nội,Hà Nội,Hà Nội,,,,54,41,247,0.5,,10.5,138.0,138.0
GYXKT7DG,4016133,Nuti,2026-07-06 21:01:12.567000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,22328000,Kho B2B - Đài Tư - Hà Nội,Hà Nội,Hà Nội,,,,54,41,247,0.5,,10.5,138.0,138.0
GYXKW68W,4639882,ANTA,2026-07-06 20:22:04.967000+00:00,,,,ready_to_pick,22328000,Kho B2B - Đài Tư - Hà Nội,22957000,Kho Giao Hàng Nặng - Tân Thuận - Hồ Chí Minh,Hồ Chí Minh,Hồ Chí Minh,,,,10,10,270,0.0,,260.0,5.4,260.0
GYXKW6P8,4016133,Nuti,2026-07-06 20:21:12.781000+00:00,,,,ready_to_pick,1297,Key Account Warehouse Ha Noi,21086000,Kho Giao Hàng Nặng - Đông Thọ - Thanh Hoá,Khu vực 3,Thanh Hóa,,,,42,26,46,0.1,,0.7,18.6,18.6
GYXKWVKG,4639882,ANTA,2026-07-06 20:19:45.561000+00:00,,,,ready_to_pick,22328000,Kho B2B - Đài Tư - Hà Nội,22957000,Kho Giao Hàng Nặng - Tân Thuận - Hồ Chí Minh,Hồ Chí Minh,Hồ Chí Minh,,,,10,10,130,0.0,,120.1,2.6,120.1
GYXKK4KH,5035963,MDLZ Miền Bắc,2026-07-06 19:29:36.728000+00:00,2026-07-09 04:23:36.233000+00:00,2026-07-09 04:49:22.869000+00:00,,storing,1297,Key Account Warehouse Ha Noi,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,10,10,10,0.0,2026-07-09 21:43:24.941000+00:00,36.6,0.2,36.6
GYXKK4KK,5035963,MDLZ Miền Bắc,2026-07-06 19:29:36.052000+00:00,2026-07-07 21:56:48.614000+00:00,2026-07-07 22:22:45.386000+00:00,2026-07-09 10:22:18.964000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22731000,(SLA) Thảo Nguyên,Khu vực 3,Sơn La,,,,10,10,10,0.0,2026-07-07 22:29:20.876000+00:00,17.1,0.2,17.1
GYXKK4K3,5035963,MDLZ Miền Bắc,2026-07-06 19:29:36.040000+00:00,2026-07-07 21:56:48.399000+00:00,2026-07-07 22:22:45.884000+00:00,2026-07-09 09:43:08.238000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22070000,(PTH) Tam Nông,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-07-07 22:29:42.586000+00:00,10.2,0.2,10.2
GYXKK4KP,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.943000+00:00,2026-07-07 21:56:51.231000+00:00,2026-07-07 22:22:43.946000+00:00,2026-07-09 18:39:36.803000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21321001,Kho Giao Hàng Nặng - TP Sơn La - Sơn La,Khu vực 3,Sơn La,,,,10,10,10,0.0,2026-07-07 22:33:28.952000+00:00,4.8,0.2,4.8
GYXKK4KD,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.943000+00:00,2026-07-07 21:56:59.182000+00:00,2026-07-07 22:22:44.769000+00:00,,storing,1297,Key Account Warehouse Ha Noi,21154000,Kho Giao Hàng Nặng - Mỹ Lộc - Nam Định,Khu vực 3,Hà Nam,,,,10,10,10,0.0,2026-07-07 22:40:19.576000+00:00,2.9,0.2,2.9
GYXKK4KN,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.938000+00:00,2026-07-07 21:56:58.012000+00:00,2026-07-07 22:22:43.025000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21159000,Kho Giao Hàng Nặng - TP Tuyên Quang - Tuyên Quang,Khu vực 3,Tuyên Quang,,,,10,10,10,0.0,2026-07-07 22:41:46.489000+00:00,8.0,0.2,8.0
GYXKK4K6,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.937000+00:00,2026-07-07 21:56:55.690000+00:00,2026-07-07 22:22:44.486000+00:00,,storing,1297,Key Account Warehouse Ha Noi,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,10,10,10,0.0,2026-07-07 22:44:04.548000+00:00,3.7,0.2,3.7
GYXKK4KV,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.936000+00:00,2026-07-07 21:56:54.452000+00:00,2026-07-07 22:22:43.151000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,22837000,(BGI) Chũ,Khu vực 3,Bắc Giang,,,,10,10,10,0.0,2026-07-07 22:46:35.096000+00:00,1.1,0.2,1.1
GYXKK4K9,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.934000+00:00,2026-07-07 21:56:49.165000+00:00,2026-07-07 22:22:45.368000+00:00,2026-07-09 10:39:41.867000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22731000,(SLA) Thảo Nguyên,Khu vực 3,Sơn La,,,,10,10,10,0.0,2026-07-07 22:30:41.714000+00:00,3.0,0.2,3.0
GYXKK4KC,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.932000+00:00,2026-07-07 21:56:50.325000+00:00,2026-07-07 22:22:44.125000+00:00,2026-07-09 16:12:28.906000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,10,10,10,0.0,2026-07-07 22:32:40.597000+00:00,5.1,0.2,5.1
GYXKK4KU,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.931000+00:00,2026-07-07 21:56:51.033000+00:00,2026-07-07 22:22:43.807000+00:00,2026-07-09 16:41:16.665000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21152000,Kho Giao Hàng Nặng - Việt Yên - Bắc Giang,Khu vực 3,Bắc Giang,,,,10,10,10,0.0,2026-07-07 22:31:59.969000+00:00,4.8,0.2,4.8
GYXKK4KG,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.931000+00:00,2026-07-07 21:56:48.873000+00:00,2026-07-07 22:22:44.007000+00:00,2026-07-09 10:45:31.121000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22964000,(VPH) Lập Thạch,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-07-07 22:30:14.505000+00:00,4.5,0.2,4.5
GYXKK4K7,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.925000+00:00,2026-07-07 21:56:56.230000+00:00,2026-07-07 22:22:42.994000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-07 22:43:54.402000+00:00,1.1,0.2,1.1
GYXKK4KF,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.925000+00:00,2026-07-07 21:56:54.753000+00:00,2026-07-07 22:22:44.009000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,22963000,(VPH) Tam Hồng,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-07-07 22:46:17.859000+00:00,1.1,0.2,1.1
GYXKK4KL,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.914000+00:00,2026-07-07 21:56:55.674000+00:00,2026-07-07 22:22:44.367000+00:00,,storing,1297,Key Account Warehouse Ha Noi,20310000,(NDI) Hải Hậu,Khu vực 3,Nam Định,,,,10,10,10,0.0,2026-07-07 22:44:51.754000+00:00,1.9,0.2,1.9
GYXKK4KQ,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.909000+00:00,2026-07-07 21:56:49.445000+00:00,2026-07-07 22:22:43.807000+00:00,2026-07-09 20:05:06.462000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21586000,(HAG) Hà Giang 1,Khu vực 3,Hà Giang,,,,10,10,10,0.0,2026-07-07 22:31:03.214000+00:00,4.5,0.2,4.5
GYXKK44E,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.909000+00:00,2026-07-07 21:56:51.004000+00:00,2026-07-07 22:22:42.973000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-07 22:33:46.810000+00:00,24.5,0.2,24.5
GYXKK44M,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.900000+00:00,2026-07-07 21:56:57.129000+00:00,2026-07-07 22:22:44.389000+00:00,,storing,1297,Key Account Warehouse Ha Noi,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,10,10,10,0.0,2026-07-07 22:42:49.329000+00:00,21.1,0.2,21.1
GYXKK44R,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.897000+00:00,2026-07-07 21:56:59.562000+00:00,2026-07-07 22:22:42.965000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21161000,Kho Giao Hàng Nặng - TP Yên Bái - Yên Bái,Khu vực 3,Yên Bái,,,,10,10,10,0.0,2026-07-07 22:40:10.159000+00:00,3.4,0.2,3.4
GYXKK44Y,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.895000+00:00,2026-07-09 04:23:36.236000+00:00,2026-07-09 04:49:25.267000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21085000,Kho Giao Hàng Nặng - TP Thái Nguyên - Thái Nguyên,Khu vực 3,Thái Nguyên,,,,10,10,10,0.0,2026-07-09 21:43:33.988000+00:00,14.4,0.2,14.4
GYXKK448,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.891000+00:00,2026-07-07 21:56:55.092000+00:00,2026-07-07 22:22:43.226000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21152000,Kho Giao Hàng Nặng - Việt Yên - Bắc Giang,Khu vực 3,Bắc Giang,,,,10,10,10,0.0,2026-07-07 22:44:35.321000+00:00,3.2,0.2,3.2
GYXKK44A,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.873000+00:00,2026-07-07 21:56:56.851000+00:00,2026-07-07 22:22:44.326000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,22347000,(VPH) Vĩnh Tường,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-07-07 22:43:19.926000+00:00,1.4,0.2,1.4
GYXKK44X,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.868000+00:00,2026-07-07 21:56:48.596000+00:00,2026-07-07 22:22:46.388000+00:00,,storing,1297,Key Account Warehouse Ha Noi,22844000,(CBA) Tân Giang,Khu vực 3,Cao Bằng,,,,10,10,10,0.0,2026-07-07 22:29:22.548000+00:00,11.0,0.2,11.0
GYXKK44H,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.866000+00:00,2026-07-07 21:56:49.459000+00:00,2026-07-07 22:22:44.566000+00:00,2026-07-09 18:39:36.808000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21321001,Kho Giao Hàng Nặng - TP Sơn La - Sơn La,Khu vực 3,Sơn La,,,,10,10,10,0.0,2026-07-07 22:31:11.048000+00:00,2.6,0.2,2.6
GYXKK44T,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.865000+00:00,2026-07-09 04:23:28.902000+00:00,2026-07-09 04:49:22.232000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21321001,Kho Giao Hàng Nặng - TP Sơn La - Sơn La,Khu vực 3,Sơn La,,,,10,10,10,0.0,2026-07-09 21:43:33.404000+00:00,28.0,0.2,28.0
GYXKK44W,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.863000+00:00,2026-07-07 21:56:55.385000+00:00,2026-07-07 22:22:46.397000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,22858000,(CBA) Thục Phán,Khu vực 3,Cao Bằng,,,,10,10,10,0.0,2026-07-07 22:44:42.252000+00:00,3.2,0.2,3.2
GYXKK44K,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.862000+00:00,2026-07-07 21:56:50.898000+00:00,2026-07-07 22:22:42.984000+00:00,,storing,1297,Key Account Warehouse Ha Noi,20355000,(QNI) Hoành Bồ,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-07 22:33:35.618000+00:00,7.7,0.2,7.7
GYXKK443,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.858000+00:00,2026-07-07 21:56:50.898000+00:00,2026-07-07 22:22:43.509000+00:00,2026-07-09 10:59:48.655000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21310000,Kho Giao Hàng Nặng - Bình Xuyên - Vĩnh Phúc,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-07-07 22:33:33.827000+00:00,6.6,0.2,6.6
GYXKK444,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.858000+00:00,2026-07-07 21:56:55.987000+00:00,2026-07-07 22:22:43.009000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-07 22:43:48.843000+00:00,1.1,0.2,1.1
GYXKK44B,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.855000+00:00,2026-07-07 21:56:59.594000+00:00,2026-07-07 22:22:44.366000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,22347000,(VPH) Vĩnh Tường,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-07-07 22:41:26.682000+00:00,5.0,0.2,5.0
GYXKK44P,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.853000+00:00,2026-07-09 04:23:36.234000+00:00,2026-07-09 04:49:24.312000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21160000,Kho Giao Hàng Nặng - Việt Trì - Phú Thọ,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-07-09 21:43:34.305000+00:00,5.3,0.2,5.3
GYXKK44V,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.453000+00:00,2026-07-07 21:56:56.224000+00:00,2026-07-07 22:22:46.392000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21085000,Kho Giao Hàng Nặng - TP Thái Nguyên - Thái Nguyên,Khu vực 3,Thái Nguyên,,,,10,10,10,0.0,2026-07-07 22:43:59.154000+00:00,1.1,0.2,1.1
GYXKK446,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.453000+00:00,2026-07-07 21:56:48.061000+00:00,2026-07-07 22:22:42.958000+00:00,2026-07-09 10:44:20.693000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21157000,Kho Giao Hàng Nặng - TP Lạng Sơn - Lạng Sơn,Khu vực 3,Lạng Sơn,,,,10,10,10,0.0,2026-07-07 22:29:46.828000+00:00,12.3,0.2,12.3
GYXKK44N,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.452000+00:00,2026-07-07 21:56:57.130000+00:00,2026-07-07 22:22:43.645000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-07 22:42:59.289000+00:00,21.1,0.2,21.1
GYXKK449,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.444000+00:00,2026-07-07 21:56:50.054000+00:00,2026-07-07 22:22:43.004000+00:00,2026-07-09 20:52:17.552000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-07 22:31:36.801000+00:00,4.8,0.2,4.8
GYXKK44C,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.435000+00:00,2026-07-07 21:56:59.893000+00:00,2026-07-07 22:22:42.993000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-07 22:40:14.637000+00:00,3.4,0.2,3.4
GYXKK44U,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.433000+00:00,2026-07-09 04:23:36.236000+00:00,2026-07-09 04:49:21.869000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21152000,Kho Giao Hàng Nặng - Việt Yên - Bắc Giang,Khu vực 3,Bắc Giang,,,,10,10,10,0.0,2026-07-09 21:43:31.881000+00:00,26.2,0.2,26.2
GYXKK44G,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.428000+00:00,2026-07-07 21:56:59.890000+00:00,2026-07-07 22:22:43.925000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21158000,Kho Giao Hàng Nặng - TP Lào Cai - Lào Cai,Khu vực 3,Lào Cai,,,,10,10,10,0.0,2026-07-07 22:39:58.077000+00:00,2.7,0.2,2.7
GYXKK447,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.423000+00:00,2026-07-09 04:23:36.234000+00:00,2026-07-09 04:49:21.307000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-09 21:43:25.606000+00:00,23.7,0.2,23.7
GYXKK44Q,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.422000+00:00,2026-07-09 04:23:28.901000+00:00,2026-07-09 04:49:22.665000+00:00,,storing,1297,Key Account Warehouse Ha Noi,22365000,(NDI) Hải An,Khu vực 3,Nam Định,,,,10,10,10,0.0,2026-07-09 21:43:32.771000+00:00,16.2,0.2,16.2
GYXKK44F,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.422000+00:00,2026-07-07 21:56:58.020000+00:00,2026-07-07 22:22:43.706000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,22963000,(VPH) Tam Hồng,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-07-07 22:41:47.141000+00:00,8.0,0.2,8.0
GYXKK43E,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.420000+00:00,2026-07-07 21:56:54.093000+00:00,2026-07-07 22:22:46.388000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,20658000,(THN) Định Hóa,Khu vực 3,Thái Nguyên,,,,10,10,10,0.0,2026-07-07 22:46:44.779000+00:00,1.1,0.2,1.1
GYXKK44L,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.419000+00:00,2026-07-07 21:56:49.162000+00:00,2026-07-07 22:22:43.086000+00:00,,storing,1297,Key Account Warehouse Ha Noi,22533000,(HNA) Thanh Liêm,Khu vực 3,Hà Nam,,,,10,10,10,0.0,2026-07-07 22:30:22.045000+00:00,2.6,0.2,2.6
GYXKK43M,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.419000+00:00,2026-07-07 21:56:55.963000+00:00,2026-07-07 22:22:42.994000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-07 22:43:53.627000+00:00,1.1,0.2,1.1
GYXKK43R,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.418000+00:00,2026-07-09 04:23:28.911000+00:00,2026-07-09 04:49:24.228000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21160000,Kho Giao Hàng Nặng - Việt Trì - Phú Thọ,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-07-09 21:43:33.083000+00:00,33.9,0.2,33.9
GYXKK43Y,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.415000+00:00,2026-07-09 04:23:36.253000+00:00,2026-07-09 04:49:22.707000+00:00,,storing,1297,Key Account Warehouse Ha Noi,22944000,(HNA) Lý Thường Kiệt,Khu vực 3,Hà Nam,,,,10,10,10,0.0,2026-07-09 21:43:32.185000+00:00,24.5,0.2,24.5
GYXKK43A,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.413000+00:00,2026-07-07 21:56:49.165000+00:00,2026-07-07 22:22:43.122000+00:00,2026-07-08 16:00:24.838000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22365000,(NDI) Hải An,Khu vực 3,Nam Định,,,,10,10,10,0.0,2026-07-07 22:30:48.657000+00:00,3.0,0.2,3.0
GYXKK43X,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.412000+00:00,2026-07-07 21:56:48.073000+00:00,2026-07-07 22:22:46.129000+00:00,2026-07-08 16:18:47.068000+00:00,delivered,1297,Key Account Warehouse Ha Noi,20658000,(THN) Định Hóa,Khu vực 3,Thái Nguyên,,,,10,10,10,0.0,2026-07-07 22:29:48.050000+00:00,10.6,0.2,10.6
GYXKK43H,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.411000+00:00,2026-07-07 21:56:59.585000+00:00,2026-07-07 22:22:43.009000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,20881000,(TQU) Sơn Dương,Khu vực 3,Tuyên Quang,,,,10,10,10,0.0,2026-07-07 22:40:42.070000+00:00,5.0,0.2,5.0
GYXKK438,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.410000+00:00,2026-07-07 21:56:51.596000+00:00,2026-07-07 22:22:43.108000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21152000,Kho Giao Hàng Nặng - Việt Yên - Bắc Giang,Khu vực 3,Bắc Giang,,,,10,10,10,0.0,2026-07-07 22:33:04.837000+00:00,10.6,0.2,10.6
GYXKK43T,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.405000+00:00,2026-07-07 21:56:51.597000+00:00,2026-07-07 22:22:43.014000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21159000,Kho Giao Hàng Nặng - TP Tuyên Quang - Tuyên Quang,Khu vực 3,Tuyên Quang,,,,10,10,10,0.0,2026-07-07 22:53:51.717000+00:00,9.1,0.2,9.1
GYXKK43W,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.398000+00:00,2026-07-07 21:56:54.445000+00:00,2026-07-07 22:22:44.525000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,22963000,(VPH) Tam Hồng,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-07-07 22:46:36.314000+00:00,1.1,0.2,1.1
GYXKK43K,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.386000+00:00,2026-07-07 21:56:57.127000+00:00,2026-07-07 22:22:42.965000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21161000,Kho Giao Hàng Nặng - TP Yên Bái - Yên Bái,Khu vực 3,Yên Bái,,,,10,10,10,0.0,2026-07-07 22:42:57.747000+00:00,21.1,0.2,21.1
GYXKK434,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.344000+00:00,2026-07-07 21:57:00.280000+00:00,2026-07-07 22:22:45.867000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21160000,Kho Giao Hàng Nặng - Việt Trì - Phú Thọ,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-07-07 22:39:38.042000+00:00,7.8,0.2,7.8
GYXKK433,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.343000+00:00,2026-07-07 21:56:51.376000+00:00,2026-07-07 22:22:42.987000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,20253000,(QNI) Quảng Yên,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-07 22:33:20.762000+00:00,10.6,0.2,10.6
GYXKK43B,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.340000+00:00,2026-07-07 21:56:51.603000+00:00,2026-07-07 22:22:43.826000+00:00,,transporting,1297,Key Account Warehouse Ha Noi,21310000,Kho Giao Hàng Nặng - Bình Xuyên - Vĩnh Phúc,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-07-07 22:45:09.038000+00:00,9.1,0.2,9.1
GYXKK43P,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.334000+00:00,2026-07-07 21:56:49.165000+00:00,2026-07-07 22:22:43.845000+00:00,2026-07-09 20:57:15.735000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21310000,Kho Giao Hàng Nặng - Bình Xuyên - Vĩnh Phúc,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-07-07 22:30:28.087000+00:00,2.6,0.2,2.6
GYXKK43D,5035963,MDLZ Miền Bắc,2026-07-06 19:29:35.329000+00:00,2026-07-07 21:56:49.759000+00:00,2026-07-07 22:22:42.973000+00:00,2026-07-09 14:33:27.330000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-07-07 22:31:42.268000+00:00,5.6,0.2,5.6
